                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.61175,                0.59542,                 1.0465,                0.69138,                0.80569,                0.78466,                0.54662,                 1.0392,                  1.091,                  1.336,               0.001934,               0.001934,               0.001934
                     17,                 0.5946,                0.57707,                 1.0431,                0.81782,                0.79147,                0.86967,                  0.597,                 1.0866,                0.90133,                 1.4713,              0.0019296,              0.0019296,              0.0019296
                     18,                  0.612,                0.57712,                 1.0394,                0.86728,                0.77427,                0.87377,                0.60738,                 1.0777,                0.89022,                 1.4169,              0.0019252,              0.0019252,              0.0019252
                     19,                  0.634,                0.59117,                 1.0607,                 0.9221,                0.78538,                0.86795,                0.65277,                0.91628,                0.82378,                  1.242,              0.0019208,              0.0019208,              0.0019208
                     20,                0.62697,                0.59339,                 1.0541,                0.88724,                0.82042,                 0.8981,                0.64354,                0.98098,                0.80893,                 1.3427,              0.0019164,              0.0019164,              0.0019164
                     21,                0.60501,                0.54809,                 1.0256,                0.80721,                 0.8436,                0.85076,                0.60887,                 1.0214,                0.88323,                 1.3557,               0.001912,               0.001912,               0.001912
                     22,                0.59955,                0.57005,                 1.0425,                0.93003,                0.75355,                 0.8728,                0.60104,                0.99361,                0.83845,                  1.336,              0.0019076,              0.0019076,              0.0019076
                     23,                0.56852,                 0.5332,                 1.0142,                0.82566,                  0.891,                0.90672,                0.68412,                0.89749,                0.71322,                 1.2444,              0.0019032,              0.0019032,              0.0019032
                     24,                0.57292,                0.51702,                 1.0275,                0.91266,                0.81991,                0.91774,                0.70435,                0.85458,                0.72272,                 1.2318,              0.0018988,              0.0018988,              0.0018988
                     25,                0.57765,                0.54672,                 1.0234,                0.90861,                0.77251,                0.89283,                0.66582,                0.88927,                0.73666,                  1.281,              0.0018944,              0.0018944,              0.0018944
                     26,                0.58992,                0.53813,                 1.0352,                0.92254,                0.77251,                0.87311,                0.64694,                0.97616,                0.83043,                  1.289,                0.00189,                0.00189,                0.00189
                     27,                0.54189,                0.51525,                0.99174,                0.89321,                0.79284,                0.90748,                0.68112,                0.89669,                0.75681,                 1.2506,              0.0018856,              0.0018856,              0.0018856
                     28,                0.57536,                0.54785,                 1.0127,                 0.7895,                0.90655,                0.89414,                0.66735,                0.87928,                0.77229,                 1.2248,              0.0018812,              0.0018812,              0.0018812
                     29,                0.51928,                0.48534,                0.99807,                0.86308,                  0.891,                0.92432,                0.71305,                0.84458,                0.61316,                 1.1899,              0.0018768,              0.0018768,              0.0018768
                     30,                0.59198,                0.54844,                 1.0183,                0.92293,                0.83412,                0.92961,                0.68906,                0.87031,                0.65672,                 1.2145,              0.0018724,              0.0018724,              0.0018724
                     31,                0.52975,                0.50733,                0.99545,                0.83585,                0.80569,                0.87762,                0.65698,                0.92654,                0.77421,                 1.2683,               0.001868,               0.001868,               0.001868
                     32,                0.54463,                 0.5054,                  1.006,                0.79976,                0.81393,                0.86569,                0.63869,                0.95098,                0.83966,                 1.2804,              0.0018636,              0.0018636,              0.0018636
                     33,                0.53885,                0.50582,                 1.0062,                 0.8798,                0.87678,                0.90354,                0.71566,                0.85242,                 0.6285,                  1.193,              0.0018592,              0.0018592,              0.0018592
                     34,                0.55833,                0.52681,                 1.0112,                0.88389,                0.82984,                0.89744,                0.70904,                0.82231,                0.69856,                 1.1885,              0.0018548,              0.0018548,              0.0018548
                     35,                0.52757,                0.50875,                0.99192,                0.90415,                0.84834,                0.92653,                0.72385,                0.84579,                0.67386,                 1.2182,              0.0018504,              0.0018504,              0.0018504
                     36,                0.53165,                0.47279,                0.99331,                0.89209,                0.82279,                0.91598,                0.68588,                0.91395,                0.69357,                 1.2579,               0.001846,               0.001846,               0.001846
                     37,                0.51262,                 0.4853,                0.98382,                0.93397,                0.80569,                0.89241,                0.68288,                0.86023,                0.72278,                 1.2065,              0.0018416,              0.0018416,              0.0018416
                     38,                0.52052,                0.49111,                0.98211,                0.92234,                 0.8443,                0.93095,                0.71342,                 0.8215,                0.70207,                 1.1697,              0.0018372,              0.0018372,              0.0018372
                     39,                0.52516,                 0.4976,                0.98933,                0.88608,                0.86256,                0.90496,                0.70322,                0.87361,                 0.6934,                 1.2223,              0.0018328,              0.0018328,              0.0018328
                     40,                 0.5384,                0.48265,                0.99487,                0.86634,                0.89082,                0.92802,                 0.7328,                0.80542,                0.59133,                 1.1676,              0.0018284,              0.0018284,              0.0018284
                     41,                0.53734,                0.47107,                  0.988,                0.91053,                0.83412,                0.93756,                0.72711,                0.78743,                0.59276,                 1.1535,               0.001824,               0.001824,               0.001824
                     42,                0.54299,                0.49621,                0.99353,                0.94093,                0.83036,                0.92133,                0.71692,                0.84665,                0.68149,                 1.2224,              0.0018196,              0.0018196,              0.0018196
                     43,                0.50202,                0.45473,                0.98219,                0.92934,                0.81037,                0.91321,                0.70841,                0.82838,                0.65332,                 1.1939,              0.0018152,              0.0018152,              0.0018152
                     44,                0.50746,                 0.4705,                0.99025,                0.89081,                  0.812,                0.91979,                0.68056,                0.86437,                0.72622,                 1.2384,              0.0018108,              0.0018108,              0.0018108
                     45,                0.51419,                0.47341,                0.99317,                0.92207,                0.84109,                  0.918,                0.72595,                0.78949,                0.63723,                 1.1487,              0.0018064,              0.0018064,              0.0018064
                     46,                0.52084,                0.47435,                0.99493,                0.87632,                0.87678,                0.92664,                0.74376,                0.81339,                0.61488,                 1.1699,               0.001802,               0.001802,               0.001802
                     47,                0.50794,                0.46546,                0.98422,                 0.8937,                 0.8766,                0.92582,                0.73275,                0.80281,                0.63226,                 1.1745,              0.0017976,              0.0017976,              0.0017976
                     48,                0.53711,                0.47897,                0.99544,                0.94813,                0.86631,                0.94973,                0.75807,                0.76454,                0.57976,                  1.151,              0.0017932,              0.0017932,              0.0017932
                     49,                0.48345,                0.42807,                0.96076,                0.90657,                0.87678,                0.93637,                0.73892,                0.83638,                0.63754,                 1.1817,              0.0017888,              0.0017888,              0.0017888
                     50,                0.49034,                0.43052,                0.97274,                0.92614,                0.83193,                 0.9215,                0.72882,                0.80747,                0.59631,                  1.193,              0.0017844,              0.0017844,              0.0017844
                     51,                0.52027,                0.44712,                0.97306,                0.89446,                0.83886,                0.91831,                0.71472,                0.83007,                0.65261,                 1.1613,                0.00178,                0.00178,                0.00178
                     52,                0.50045,                0.42346,                0.96348,                0.93849,                0.86768,                 0.9424,                0.75835,                0.77714,                0.53523,                 1.1412,              0.0017756,              0.0017756,              0.0017756
                     53,                0.48693,                0.43539,                0.97102,                0.93282,                0.85555,                0.92543,                0.72958,                0.80693,                0.62051,                 1.1665,              0.0017712,              0.0017712,              0.0017712
                     54,                0.50552,                0.46846,                0.98971,                0.93707,                 0.8673,                0.94615,                 0.7528,                0.76529,                0.57026,                 1.1649,              0.0017668,              0.0017668,              0.0017668
                     55,                 0.4746,                0.42975,                0.96732,                0.88085,                0.90047,                0.93733,                0.74675,                0.78763,                0.55456,                 1.1607,              0.0017624,              0.0017624,              0.0017624
                     56,                0.48387,                 0.4553,                0.97838,                0.86175,                  0.891,                0.91367,                0.73139,                 0.8002,                0.60474,                 1.1893,               0.001758,               0.001758,               0.001758
                     57,                0.47369,                 0.4388,                0.96933,                0.92366,                0.82938,                0.92048,                0.72054,                0.81511,                0.61132,                 1.1711,              0.0017536,              0.0017536,              0.0017536
                     58,                0.47605,                0.43856,                0.97146,                0.92596,                0.82976,                0.93014,                0.72611,                0.82022,                0.63836,                 1.1822,              0.0017492,              0.0017492,              0.0017492
                     59,                0.47685,                0.43285,                0.95966,                0.91365,                0.87204,                0.92698,                0.73699,                 0.7798,                0.57896,                 1.1497,              0.0017448,              0.0017448,              0.0017448
                     60,                 0.4753,                0.43263,                0.95537,                0.91828,                0.90995,                0.94226,                0.74547,                0.78997,                0.56316,                 1.1589,              0.0017404,              0.0017404,              0.0017404
                     61,                0.45223,                0.42044,                0.94063,                0.94174,                0.82938,                0.93353,                0.74259,                0.77613,                0.59126,                 1.1683,               0.001736,               0.001736,               0.001736
                     62,                0.44674,                0.41738,                 0.9578,                0.91025,                 0.8673,                0.93269,                0.75359,                0.79856,                0.57533,                 1.1696,              0.0017316,              0.0017316,              0.0017316
                     63,                0.43152,                0.42018,                0.94448,                 0.9363,                 0.8359,                0.92803,                0.74761,                0.76871,                0.56188,                 1.1504,              0.0017272,              0.0017272,              0.0017272
                     64,                0.46532,                0.40894,                0.95301,                0.91567,                0.88626,                0.92771,                0.74793,                0.78768,                0.58495,                 1.1663,              0.0017228,              0.0017228,              0.0017228
                     65,                0.46398,                0.42737,                0.94678,                0.95314,                0.85308,                0.93593,                 0.7516,                0.78931,                0.55876,                 1.1487,              0.0017184,              0.0017184,              0.0017184
                     66,                 0.4385,                0.42366,                0.94971,                 0.8978,                0.88152,                 0.9505,                0.74932,                0.78938,                 0.5376,                 1.1497,               0.001714,               0.001714,               0.001714
                     67,                0.43899,                0.43545,                0.96332,                0.91933,                0.86414,                0.94881,                0.74728,                0.78391,                 0.5556,                 1.1317,              0.0017096,              0.0017096,              0.0017096
                     68,                0.46863,                0.42714,                0.96294,                0.93979,                0.86256,                0.94251,                0.75942,                0.77241,                0.54649,                 1.1313,              0.0017052,              0.0017052,              0.0017052
                     69,                0.44726,                0.40547,                0.95709,                 0.9035,                0.79873,                0.90727,                0.71335,                 0.8152,                0.68804,                  1.164,              0.0017008,              0.0017008,              0.0017008
                     70,                0.46029,                0.43437,                0.96486,                0.93887,                0.87341,                0.94818,                0.74457,                0.77136,                0.55813,                 1.1665,              0.0016964,              0.0016964,              0.0016964
                     71,                0.47136,                0.40019,                0.95839,                0.87889,                0.89419,                0.94363,                0.73959,                0.83089,                0.56909,                 1.1788,               0.001692,               0.001692,               0.001692
                     72,                0.45884,                0.40281,                0.95358,                  0.932,                0.81991,                0.92365,                0.74021,                0.81554,                0.58853,                 1.1624,              0.0016876,              0.0016876,              0.0016876
                     73,                0.43546,                0.40606,                0.94701,                0.93554,                0.88152,                0.94483,                0.76137,                0.76725,                0.53299,                 1.1407,              0.0016832,              0.0016832,              0.0016832
                     74,                0.42407,                 0.3886,                0.94028,                0.93123,                0.83429,                0.92139,                0.71899,                0.80555,                0.62696,                 1.1622,              0.0016788,              0.0016788,              0.0016788
                     75,                0.42565,                0.39047,                0.95164,                0.92925,                0.86256,                0.91343,                0.74269,                0.74763,                0.59025,                 1.1357,              0.0016744,              0.0016744,              0.0016744
                     76,                0.43387,                0.38589,                0.94199,                 0.9253,                0.88065,                0.94454,                0.76343,                0.71461,                0.49885,                   1.11,                0.00167,                0.00167,                0.00167
                     77,                0.42442,                0.39213,                 0.9582,                0.93042,                0.83412,                0.93059,                0.75841,                0.72774,                0.53703,                 1.1217,              0.0016656,              0.0016656,              0.0016656
                     78,                0.42854,                0.39221,                0.95058,                0.89601,                0.87204,                0.92259,                0.74567,                0.78751,                0.56161,                 1.1559,              0.0016612,              0.0016612,              0.0016612
                     79,                0.43895,                0.40171,                0.94459,                0.87153,                0.86811,                0.92832,                 0.7639,                0.73446,                0.53297,                  1.129,              0.0016568,              0.0016568,              0.0016568
                     80,                0.42761,                0.40477,                 0.9493,                0.90191,                0.90047,                0.93917,                0.75288,                0.75262,                0.55677,                 1.1457,              0.0016524,              0.0016524,              0.0016524
                     81,                 0.4399,                0.39475,                0.94132,                0.90152,                0.91469,                 0.9354,                0.73884,                0.76988,                0.57105,                 1.1407,               0.001648,               0.001648,               0.001648
                     82,                0.40735,                0.36961,                0.92607,                0.93689,                0.84435,                0.93642,                0.76793,                0.73889,                0.57948,                 1.1206,              0.0016436,              0.0016436,              0.0016436
                     83,                 0.4349,                0.41239,                0.94724,                0.92324,                0.87678,                0.93968,                0.76595,                0.75323,                0.56378,                 1.1128,              0.0016392,              0.0016392,              0.0016392
                     84,                0.44187,                0.38917,                 0.9464,                0.88714,                0.85685,                0.93577,                0.74549,                 0.7201,                0.56917,                 1.1099,              0.0016348,              0.0016348,              0.0016348
                     85,                0.45431,                0.41353,                0.94425,                0.89311,                0.91081,                0.92437,                0.74057,                0.77502,                0.59339,                 1.1488,              0.0016304,              0.0016304,              0.0016304
                     86,                0.44583,                0.39131,                0.94358,                0.92937,                0.83412,                0.92286,                0.72765,                0.78073,                0.58595,                 1.1652,               0.001626,               0.001626,               0.001626
                     87,                0.43772,                0.39912,                0.95671,                0.90406,                0.89318,                0.93928,                0.75507,                 0.7998,                0.56974,                 1.1925,              0.0016216,              0.0016216,              0.0016216
                     88,                0.43564,                0.37653,                0.94432,                0.94207,                0.82938,                0.93904,                 0.7554,                0.74972,                0.55227,                 1.1297,              0.0016172,              0.0016172,              0.0016172
                     89,                0.42288,                0.38496,                0.94676,                0.90261,                0.88152,                0.93574,                0.75116,                0.75664,                0.56214,                 1.1284,              0.0016128,              0.0016128,              0.0016128
                     90,                0.42555,                0.37751,                0.95234,                0.91282,                0.89321,                0.93452,                0.76261,                0.73503,                0.49962,                 1.1165,              0.0016084,              0.0016084,              0.0016084
                     91,                 0.4418,                0.37497,                 0.9346,                0.91228,                0.88715,                0.94924,                0.76492,                0.72112,                0.52742,                 1.0969,               0.001604,               0.001604,               0.001604
                     92,                0.44698,                0.40482,                0.94633,                 0.8698,                0.91817,                0.94209,                 0.7462,                0.75764,                0.53128,                 1.1124,              0.0015996,              0.0015996,              0.0015996
                     93,                0.42909,                0.37485,                0.93399,                0.90512,                0.90521,                0.95239,                0.75645,                0.75503,                0.52866,                 1.1283,              0.0015952,              0.0015952,              0.0015952
                     94,                0.43546,                0.38892,                0.95543,                 0.9243,                0.92593,                0.95317,                0.78063,                0.73706,                0.52215,                 1.1033,              0.0015908,              0.0015908,              0.0015908
                     95,                0.45206,                0.37415,                0.94044,                0.90206,                0.91672,                0.94144,                0.76107,                0.73842,                0.52559,                 1.1003,              0.0015864,              0.0015864,              0.0015864
                     96,                0.40107,                0.35862,                0.92884,                0.96262,                0.85436,                0.95199,                0.77294,                0.75458,                0.55792,                 1.1148,               0.001582,               0.001582,               0.001582
                     97,                0.40831,                0.37571,                0.94461,                0.90271,                0.92417,                0.93116,                0.76838,                0.70018,                0.53128,                 1.0946,              0.0015776,              0.0015776,              0.0015776
                     98,                0.39198,                0.38175,                0.92534,                0.88657,                0.89573,                0.94409,                0.75605,                0.73567,                0.54125,                 1.0991,              0.0015732,              0.0015732,              0.0015732
                     99,                0.42216,                0.37387,                0.93608,                0.93636,                0.90648,                0.95644,                0.75155,                0.82344,                0.54757,                 1.2084,              0.0015688,              0.0015688,              0.0015688
                    100,                0.43368,                0.37616,                0.95709,                0.90015,                0.89722,                0.93725,                0.76225,                0.74217,                0.56403,                 1.1343,              0.0015644,              0.0015644,              0.0015644
                    101,                0.42557,                0.38391,                0.94177,                0.93706,                 0.8436,                0.92922,                0.75023,                0.75559,                0.52864,                 1.1396,                0.00156,                0.00156,                0.00156
                    102,                0.41629,                0.36477,                0.93918,                  0.927,                 0.9028,                0.93993,                0.76176,                0.74355,                0.51718,                 1.1377,              0.0015556,              0.0015556,              0.0015556
                    103,                0.39896,                0.37056,                0.93331,                0.91777,                  0.891,                0.94914,                0.78377,                0.71752,                0.48118,                 1.1066,              0.0015512,              0.0015512,              0.0015512
                    104,                0.41436,                0.39177,                0.93897,                0.93204,                0.91002,                0.95178,                0.79093,                0.70177,                0.48539,                 1.0886,              0.0015468,              0.0015468,              0.0015468
                    105,                0.40185,                0.35886,                0.93154,                0.93501,                0.87678,                 0.9369,                 0.7686,                0.72039,                0.54231,                 1.0897,              0.0015424,              0.0015424,              0.0015424
                    106,                0.40753,                0.37454,                0.94082,                 0.9438,                0.87204,                0.93806,                0.76583,                0.72806,                0.50146,                 1.1002,               0.001538,               0.001538,               0.001538
                    107,                 0.3896,                0.34701,                0.92994,                0.96216,                0.84361,                0.94665,                0.78612,                0.70772,                0.51523,                 1.0897,              0.0015336,              0.0015336,              0.0015336
                    108,                 0.4167,                0.37304,                0.92557,                0.88466,                0.90881,                 0.9476,                0.77109,                0.73217,                0.48868,                 1.1365,              0.0015292,              0.0015292,              0.0015292
                    109,                0.38451,                0.35552,                0.92636,                0.91957,                  0.891,                0.95152,                0.77344,                0.70389,                0.51539,                 1.1082,              0.0015248,              0.0015248,              0.0015248
                    110,                0.42337,                0.37088,                0.93745,                0.88349,                 0.8985,                0.94463,                0.75402,                0.73377,                0.53085,                 1.1277,              0.0015204,              0.0015204,              0.0015204
                    111,                0.40716,                0.35868,                0.93136,                0.91817,                0.87678,                0.93065,                0.75919,                0.72001,                0.57958,                 1.1134,               0.001516,               0.001516,               0.001516
                    112,                0.40709,                0.36133,                 0.9309,                 0.9344,                0.87761,                0.93876,                0.77398,                0.70404,                 0.5419,                  1.107,              0.0015116,              0.0015116,              0.0015116
                    113,                0.39538,                 0.3419,                0.92777,                0.92457,                  0.891,                0.94908,                0.78524,                0.70605,                0.50106,                  1.108,              0.0015072,              0.0015072,              0.0015072
                    114,                0.40279,                0.35903,                 0.9157,                0.87951,                0.89946,                0.94379,                0.77018,                0.71318,                0.51181,                 1.1213,              0.0015028,              0.0015028,              0.0015028
                    115,                0.39206,                0.35261,                0.92108,                0.91491,                0.86629,                0.93909,                0.77341,                0.71219,                 0.5324,                 1.1167,              0.0014984,              0.0014984,              0.0014984
                    116,                0.37622,                0.35552,                0.91475,                0.95918,                0.83412,                0.94411,                0.76372,                0.71974,                0.51981,                 1.1271,               0.001494,               0.001494,               0.001494
                    117,                0.38242,                0.35076,                0.92003,                0.89511,                0.84932,                0.93061,                0.75373,                0.72521,                0.56074,                 1.1261,              0.0014896,              0.0014896,              0.0014896
                    118,                0.39674,                0.36889,                0.92395,                0.89748,                0.91275,                0.94552,                0.77149,                0.72722,                0.51535,                 1.1294,              0.0014852,              0.0014852,              0.0014852
                    119,                0.38787,                0.34461,                0.92033,                0.91061,                0.89573,                0.94124,                 0.7715,                0.70936,                 0.5179,                 1.1028,              0.0014808,              0.0014808,              0.0014808
                    120,                0.39281,                0.34641,                0.92683,                0.93513,                0.88626,                 0.9425,                0.77127,                0.71123,                0.50172,                 1.1167,              0.0014764,              0.0014764,              0.0014764
                    121,                0.37668,                0.34347,                0.91876,                0.95932,                0.89404,                0.94327,                0.77233,                0.70614,                0.48729,                 1.1253,               0.001472,               0.001472,               0.001472
                    122,                0.38812,                0.36243,                0.92808,                0.92217,                0.89851,                0.94359,                0.77023,                0.71883,                0.49949,                 1.1167,              0.0014676,              0.0014676,              0.0014676
                    123,                0.38825,                0.34612,                0.92693,                0.89425,                0.90995,                0.94154,                0.75719,                 0.7149,                0.49465,                 1.1253,              0.0014632,              0.0014632,              0.0014632
                    124,                0.38364,                0.34204,                0.91658,                0.93555,                0.84834,                0.93788,                0.76956,                0.73276,                0.51389,                 1.1235,              0.0014588,              0.0014588,              0.0014588
                    125,                0.36553,                0.33539,                0.90808,                0.89272,                0.91469,                0.93921,                 0.7743,                0.72804,                0.53503,                 1.1237,              0.0014544,              0.0014544,              0.0014544
                    126,                0.38448,                0.35207,                0.91918,                0.93957,                0.88429,                0.93575,                0.75496,                0.73964,                0.55755,                 1.1371,                0.00145,                0.00145,                0.00145
                    127,                  0.379,                0.34759,                0.92466,                0.88089,                 0.9113,                0.93943,                0.77001,                0.75182,                0.52878,                 1.1407,              0.0014456,              0.0014456,              0.0014456
                    128,                0.37529,                0.33981,                 0.9155,                0.96627,                0.85308,                0.93346,                0.75282,                0.75103,                0.52271,                 1.1564,              0.0014412,              0.0014412,              0.0014412
                    129,                0.39144,                0.35344,                0.92218,                0.96755,                0.84777,                0.93955,                0.77132,                0.72572,                0.50566,                 1.1392,              0.0014368,              0.0014368,              0.0014368
                    130,                0.38743,                 0.3418,                0.91282,                 0.9488,                0.87821,                  0.941,                 0.7616,                0.73077,                0.49937,                 1.1241,              0.0014324,              0.0014324,              0.0014324
                    131,                 0.3813,                0.34391,                0.91164,                0.93755,                0.85377,                0.93853,                0.76802,                0.74727,                0.50994,                 1.1298,               0.001428,               0.001428,               0.001428
                    132,                0.39033,                0.33237,                0.91834,                0.90114,                0.90521,                0.93662,                0.76418,                0.73619,                0.56061,                 1.1172,              0.0014236,              0.0014236,              0.0014236
                    133,                0.39162,                0.34514,                0.92564,                0.93655,                0.90947,                0.94663,                0.78162,                0.71374,                0.49817,                 1.1083,              0.0014192,              0.0014192,              0.0014192
                    134,                 0.3541,                0.34098,                0.91482,                0.94091,                 0.8673,                0.92128,                0.76897,                 0.7409,                 0.5087,                 1.1455,              0.0014148,              0.0014148,              0.0014148
                    135,                0.38551,                0.35168,                0.92717,                0.90296,                0.92606,                0.93407,                0.77776,                0.68462,                0.49957,                 1.0867,              0.0014104,              0.0014104,              0.0014104
                    136,                 0.3971,                0.36096,                0.92241,                0.91898,                0.91388,                0.93278,                0.75457,                0.71838,                0.51675,                 1.1132,               0.001406,               0.001406,               0.001406
                    137,                0.38713,                0.34348,                0.92156,                 0.9633,                0.87081,                0.94786,                0.76438,                0.72171,                0.50431,                 1.1261,              0.0014016,              0.0014016,              0.0014016
                    138,                 0.3646,                0.32449,                0.92009,                0.92352,                0.86256,                0.91734,                 0.7621,                0.70932,                0.53582,                 1.1208,              0.0013972,              0.0013972,              0.0013972
                    139,                0.39748,                  0.348,                0.93509,                0.92652,                0.87204,                0.94292,                0.76334,                0.71566,                0.50153,                 1.1263,              0.0013928,              0.0013928,              0.0013928
                    140,                 0.3729,                0.33761,                0.92939,                 0.9307,                 0.8673,                0.93802,                0.76221,                0.73622,                0.54977,                 1.1309,              0.0013884,              0.0013884,              0.0013884
                    141,                0.35533,                0.32203,                0.89932,                0.90406,                0.89315,                 0.9285,                0.76375,                0.71432,                0.53978,                  1.107,               0.001384,               0.001384,               0.001384
                    142,                0.35516,                0.32484,                0.91731,                0.94268,                0.88152,                0.94879,                0.78405,                0.68224,                0.47187,                 1.0954,              0.0013796,              0.0013796,              0.0013796
                    143,                0.37578,                0.33102,                0.91487,                0.90218,                0.91794,                0.94467,                0.77757,                 0.7089,                0.46733,                 1.1134,              0.0013752,              0.0013752,              0.0013752
                    144,                 0.3813,                0.33643,                0.92177,                0.90788,                0.88746,                0.93717,                0.77423,                0.70588,                0.47527,                 1.1055,              0.0013708,              0.0013708,              0.0013708
                    145,                 0.3498,                0.32265,                 0.9073,                0.92776,                0.85215,                0.93837,                0.78642,                0.70162,                0.48776,                 1.1107,              0.0013664,              0.0013664,              0.0013664
                    146,                0.36212,                0.32415,                0.90675,                  0.928,                0.85518,                0.92056,                0.74858,                0.71964,                0.57191,                 1.1036,               0.001362,               0.001362,               0.001362
                    147,                0.39152,                0.33849,                0.92017,                0.94252,                0.85483,                0.92134,                0.76843,                0.71338,                0.51768,                 1.1168,              0.0013576,              0.0013576,              0.0013576
                    148,                0.38075,                 0.3331,                0.92325,                0.92889,                0.86675,                0.93273,                0.77501,                0.69228,                0.49274,                 1.1067,              0.0013532,              0.0013532,              0.0013532
                    149,                0.36716,                 0.3516,                0.92026,                0.91737,                 0.8673,                0.93588,                0.77824,                0.70515,                0.49392,                 1.1143,              0.0013488,              0.0013488,              0.0013488
                    150,                0.38363,                0.33863,                 0.9176,                0.94803,                0.85782,                0.94059,                0.78409,                0.71153,                 0.5257,                 1.1203,              0.0013444,              0.0013444,              0.0013444
                    151,                 0.3666,                0.32668,                0.91816,                 0.9295,                0.87486,                0.93464,                0.77481,                0.70675,                0.51662,                 1.1133,                0.00134,                0.00134,                0.00134
                    152,                0.36881,                0.33242,                0.90938,                0.92053,                0.89573,                0.94387,                0.78511,                0.68015,                0.49952,                 1.0915,              0.0013356,              0.0013356,              0.0013356
                    153,                0.37855,                0.33606,                0.90703,                0.90469,                0.90047,                 0.9449,                0.78893,                0.69419,                0.48251,                 1.1075,              0.0013312,              0.0013312,              0.0013312
                    154,                0.34262,                0.32417,                0.89761,                0.93207,                0.91035,                0.94444,                0.78195,                0.66757,                0.46462,                 1.0934,              0.0013268,              0.0013268,              0.0013268
                    155,                0.35112,                0.31979,                0.90576,                0.93077,                0.90047,                0.95079,                0.77748,                0.66545,                0.48502,                 1.0839,              0.0013224,              0.0013224,              0.0013224
                    156,                 0.3675,                0.33516,                0.91164,                0.94449,                0.90995,                0.94921,                0.79151,                0.66943,                0.47457,                 1.0829,               0.001318,               0.001318,               0.001318
                    157,                0.36868,                0.32461,                0.90974,                0.94847,                0.87226,                 0.9317,                0.77677,                0.70588,                0.52387,                 1.1118,              0.0013136,              0.0013136,              0.0013136
                    158,                  0.372,                0.32536,                0.91526,                0.89576,                0.91943,                0.94456,                0.79282,                0.65207,                0.44805,                 1.0712,              0.0013092,              0.0013092,              0.0013092
