                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 1.0278,                 0.5787,                 1.3823,                0.97118,                      1,                  0.995,                 0.6772,                 1.3227,                0.49943,                 1.9074,             0.00081181,             0.00081181,             0.00081181
                     56,                 1.0389,                0.63503,                 1.3557,                0.97939,                 0.9881,                0.98814,                0.66302,                 1.3693,                0.52713,                 2.0071,             0.00081001,             0.00081001,             0.00081001
                     57,                 1.0335,                0.64221,                 1.3569,                 0.9796,                      1,                  0.995,                0.68021,                 1.3356,                0.47378,                 1.9164,             0.00080821,             0.00080821,             0.00080821
                     58,                  1.013,                0.59339,                 1.3298,                0.98404,                0.99792,                  0.995,                0.68594,                 1.2524,                 0.5173,                 1.8489,             0.00080641,             0.00080641,             0.00080641
                     59,                 1.0495,                0.61374,                 1.3568,                0.93098,                0.96584,                0.94826,                0.67009,                 1.2624,                0.53861,                  1.861,             0.00080461,             0.00080461,             0.00080461
                     60,                 1.0276,                0.59308,                 1.3398,                0.98175,                0.99804,                  0.995,                0.65223,                 1.3103,                0.52432,                 1.9379,             0.00080281,             0.00080281,             0.00080281
                     61,                 1.0041,                0.58735,                  1.319,                0.96912,                 0.9881,                0.99271,                0.67461,                 1.2845,                 0.5073,                 1.8465,             0.00080101,             0.00080101,             0.00080101
                     62,                 1.0008,                0.56554,                  1.327,                 0.9217,                0.97133,                0.98454,                0.66706,                 1.2407,                0.53824,                 1.8646,             0.00079921,             0.00079921,             0.00079921
                     63,                 1.0379,                0.59703,                 1.3561,                0.90536,                0.94274,                0.97913,                0.66008,                 1.2558,                0.66327,                 1.8699,             0.00079741,             0.00079741,             0.00079741
                     64,                0.99353,                0.59626,                 1.3185,                0.97566,                 0.9881,                0.98515,                0.66073,                 1.3258,                0.52824,                 1.9322,             0.00079561,             0.00079561,             0.00079561
                     65,                 1.0052,                0.61987,                 1.3625,                0.94341,                0.96929,                0.98513,                0.64277,                 1.3983,                0.57708,                 1.9837,             0.00079381,             0.00079381,             0.00079381
                     66,                 1.0129,                0.59606,                 1.3454,                0.98184,                0.99888,                  0.995,                0.65623,                 1.3459,                0.53239,                  1.945,             0.00079201,             0.00079201,             0.00079201
                     67,                 1.0185,                0.57553,                 1.3581,                0.98191,                      1,                  0.995,                0.66375,                 1.3135,                0.48494,                 1.8633,             0.00079021,             0.00079021,             0.00079021
                     68,                 1.0028,                0.59117,                 1.3411,                0.98487,                0.99659,                  0.995,                0.65732,                 1.2998,                0.48004,                 1.9171,             0.00078841,             0.00078841,             0.00078841
                     69,                0.99934,                0.61613,                 1.3397,                0.97133,                0.98166,                0.98302,                0.64398,                 1.3233,                0.50011,                 2.0011,             0.00078661,             0.00078661,             0.00078661
                     70,                 1.0039,                0.56652,                 1.3347,                0.96778,                      1,                  0.995,                0.66397,                 1.3071,                0.50882,                 1.9658,             0.00078481,             0.00078481,             0.00078481
                     71,                 1.0501,                0.58857,                 1.3706,                0.97785,                0.98751,                0.98917,                0.66254,                 1.3365,                0.50081,                 1.9142,             0.00078301,             0.00078301,             0.00078301
                     72,                0.99571,                0.58121,                 1.3352,                0.96428,                0.98294,                0.98366,                0.64506,                 1.2403,                0.53182,                 1.7854,             0.00078121,             0.00078121,             0.00078121
                     73,                 1.0062,                0.57404,                 1.3325,                0.99118,                      1,                  0.995,                 0.6684,                 1.2786,                 0.5165,                 1.8135,             0.00077941,             0.00077941,             0.00077941
                     74,                0.96364,                0.55289,                 1.3296,                0.97737,                0.98607,                0.98368,                 0.6841,                 1.2542,                0.50668,                 1.7727,             0.00077761,             0.00077761,             0.00077761
                     75,                 1.0226,                0.58475,                 1.3277,                0.95898,                0.98405,                0.98494,                0.67729,                 1.3118,                0.49897,                 1.8433,             0.00077581,             0.00077581,             0.00077581
                     76,                 1.0007,                 0.5658,                 1.3246,                0.97381,                0.98634,                0.98629,                0.65422,                 1.3057,                0.48262,                 1.8998,             0.00077401,             0.00077401,             0.00077401
                     77,                0.98575,                0.57964,                 1.3325,                0.98013,                0.98742,                0.98502,                0.67515,                 1.2777,                 0.5008,                  1.864,             0.00077221,             0.00077221,             0.00077221
                     78,                0.97617,                 0.5761,                 1.3069,                0.98264,                0.98802,                0.98468,                0.64674,                 1.3329,                0.50617,                 1.9286,             0.00077041,             0.00077041,             0.00077041
                     79,                0.95947,                0.56695,                 1.3087,                0.97784,                 0.9881,                0.98511,                0.65469,                 1.3431,                0.51545,                 1.9423,             0.00076861,             0.00076861,             0.00076861
                     80,                0.98212,                0.54824,                 1.3324,                0.98408,                0.99974,                  0.995,                0.67642,                 1.3199,                0.49797,                 1.9321,             0.00076681,             0.00076681,             0.00076681
                     81,                0.97622,                0.55677,                 1.3251,                0.97138,                 0.9881,                0.98523,                0.68536,                 1.3104,                 0.4961,                  1.908,             0.00076501,             0.00076501,             0.00076501
                     82,                0.98457,                0.55724,                 1.3258,                0.97061,                 0.9881,                0.98286,                0.67862,                 1.3125,                0.50598,                 1.9021,             0.00076321,             0.00076321,             0.00076321
                     83,                0.98275,                0.53537,                 1.3339,                0.98493,                      1,                  0.995,                0.64651,                 1.3053,                0.49187,                 1.8567,             0.00076141,             0.00076141,             0.00076141
                     84,                0.99927,                0.54399,                 1.3307,                0.97445,                 0.9881,                0.97594,                0.64082,                 1.2726,                0.51322,                  1.825,             0.00075961,             0.00075961,             0.00075961
                     85,                0.92377,                0.53446,                 1.2893,                0.97019,                 0.9881,                0.97318,                0.65905,                 1.2151,                0.47512,                 1.7973,             0.00075782,             0.00075782,             0.00075782
                     86,                0.94344,                0.54555,                 1.3085,                0.98854,                      1,                  0.995,                0.66005,                 1.2777,                0.50235,                 1.8403,             0.00075602,             0.00075602,             0.00075602
                     87,                0.97043,                0.53923,                 1.3031,                0.97776,                      1,                  0.995,                0.65649,                 1.3033,                0.49519,                 1.9357,             0.00075422,             0.00075422,             0.00075422
                     88,                0.94658,                0.53759,                 1.2821,                0.96951,                 0.9881,                0.98383,                 0.6691,                 1.3148,                0.51005,                 1.9451,             0.00075242,             0.00075242,             0.00075242
                     89,                0.95634,                0.55148,                 1.3314,                0.98603,                0.99167,                  0.995,                0.67778,                 1.3095,                0.47842,                 1.9415,             0.00075062,             0.00075062,             0.00075062
                     90,                0.97201,                0.52659,                 1.3251,                  0.966,                0.98354,                0.98236,                0.67473,                 1.2772,                0.45898,                  1.884,             0.00074882,             0.00074882,             0.00074882
                     91,                0.92889,                0.52234,                 1.2697,                0.97258,                 0.9881,                0.98148,                 0.6687,                 1.2729,                0.46306,                 1.8766,             0.00074702,             0.00074702,             0.00074702
                     92,                 1.0038,                0.54847,                  1.331,                0.96717,                 0.9881,                0.97772,                0.66022,                 1.2632,                0.47088,                 1.8478,             0.00074522,             0.00074522,             0.00074522
                     93,                0.93008,                0.53101,                 1.2859,                0.97297,                0.98985,                0.99412,                0.66559,                 1.3277,                 0.5068,                 1.9303,             0.00074342,             0.00074342,             0.00074342
                     94,                0.92685,                0.51069,                 1.2939,                0.97673,                 0.9881,                0.99069,                 0.6797,                  1.281,                 0.4939,                  1.862,             0.00074162,             0.00074162,             0.00074162
                     95,                0.93655,                0.52154,                 1.3069,                0.97395,                 0.9881,                0.98057,                0.68142,                 1.2775,                0.47838,                 1.8529,             0.00073982,             0.00073982,             0.00073982
                     96,                  1.033,                0.55504,                  1.354,                0.97285,                 0.9881,                0.98063,                0.66902,                 1.2874,                0.46728,                 1.9324,             0.00073802,             0.00073802,             0.00073802
                     97,                 0.9301,                0.51842,                 1.2887,                 0.9638,                0.98384,                0.97927,                0.69312,                 1.2853,                0.47467,                 1.9248,             0.00073622,             0.00073622,             0.00073622
                     98,                0.91682,                0.51896,                  1.284,                0.97405,                 0.9881,                0.98036,                0.67231,                 1.2969,                0.48515,                 1.8833,             0.00073442,             0.00073442,             0.00073442
                     99,                0.90559,                 0.5231,                 1.2963,                0.97244,                0.97619,                0.98422,                0.65163,                 1.3494,                0.48019,                 1.9963,             0.00073262,             0.00073262,             0.00073262
                    100,                0.94863,                0.51885,                 1.3147,                0.97378,                 0.9881,                0.98512,                0.67432,                 1.3037,                0.48528,                  1.909,             0.00073082,             0.00073082,             0.00073082
                    101,                0.93941,                0.51821,                 1.2893,                0.97564,                 0.9881,                0.98322,                0.67224,                 1.2637,                0.46754,                 1.8325,             0.00072902,             0.00072902,             0.00072902
                    102,                0.95284,                0.54999,                 1.3025,                0.96572,                 0.9881,                0.98302,                0.67674,                  1.292,                0.47572,                 1.8601,             0.00072722,             0.00072722,             0.00072722
                    103,                0.95381,                0.53552,                 1.3138,                0.98911,                      1,                  0.995,                0.66255,                 1.3829,                0.55658,                 1.9782,             0.00072542,             0.00072542,             0.00072542
                    104,                0.93714,                0.53888,                 1.3063,                0.98308,                      1,                  0.995,                0.67131,                 1.3155,                0.47722,                 1.8704,             0.00072362,             0.00072362,             0.00072362
                    105,                0.87134,                0.49586,                 1.2615,                0.98396,                      1,                  0.995,                 0.6845,                  1.276,                0.47573,                 1.8696,             0.00072182,             0.00072182,             0.00072182
                    106,                0.90183,                0.50305,                  1.266,                0.97608,                0.98434,                0.97936,                0.67762,                 1.3051,                0.48694,                 1.9309,             0.00072002,             0.00072002,             0.00072002
                    107,                0.90215,                0.52823,                 1.2852,                0.96827,                 0.9881,                0.98158,                 0.6791,                 1.3261,                0.46824,                  1.989,             0.00071822,             0.00071822,             0.00071822
                    108,                0.91614,                0.52596,                 1.2969,                0.98456,                 0.9881,                0.98462,                0.67764,                 1.3219,                0.52057,                 1.9122,             0.00071642,             0.00071642,             0.00071642
                    109,                0.96573,                0.51407,                 1.3153,                0.97939,                 0.9881,                0.98463,                0.68067,                 1.2564,                0.49752,                 1.8521,             0.00071462,             0.00071462,             0.00071462
                    110,                0.91155,                0.49305,                 1.2712,                0.97699,                      1,                  0.995,                0.67796,                 1.2798,                0.49734,                 1.8941,             0.00071282,             0.00071282,             0.00071282
                    111,                 0.8944,                0.49399,                 1.2824,                 0.9758,                 0.9881,                0.98343,                0.68128,                 1.3322,                0.50388,                  1.956,             0.00071102,             0.00071102,             0.00071102
                    112,                0.95886,                0.51429,                 1.3089,                 0.9673,                 0.9881,                0.98304,                0.66931,                 1.3518,                0.52819,                 1.9156,             0.00070922,             0.00070922,             0.00070922
                    113,                0.90735,                 0.4865,                 1.2641,                0.96614,                0.98344,                0.98004,                0.67682,                 1.3073,                0.51444,                 1.8587,             0.00070742,             0.00070742,             0.00070742
                    114,                0.92271,                0.49575,                 1.2937,                0.97697,                0.98577,                0.98253,                0.64899,                 1.3542,                0.53135,                 1.9519,             0.00070562,             0.00070562,             0.00070562
                    115,                0.91051,                0.48704,                 1.2715,                0.97229,                 0.9881,                0.98129,                0.67909,                 1.2876,                0.47427,                 1.8697,             0.00070382,             0.00070382,             0.00070382
                    116,                0.87933,                0.49369,                 1.2624,                0.97506,                0.98505,                0.98265,                0.67812,                 1.2934,                0.46702,                 1.8784,             0.00070202,             0.00070202,             0.00070202
                    117,                0.92653,                0.52967,                 1.3032,                0.97721,                 0.9881,                0.98438,                0.66525,                  1.324,                0.46616,                 1.9017,             0.00070022,             0.00070022,             0.00070022
                    118,                0.93679,                0.49629,                 1.2881,                0.95839,                0.98233,                0.98953,                0.69239,                 1.2243,                0.47121,                 1.8288,             0.00069842,             0.00069842,             0.00069842
                    119,                0.87713,                0.46754,                 1.2585,                0.98076,                0.99615,                  0.995,                0.68655,                 1.3027,                0.46654,                 1.9108,             0.00069662,             0.00069662,             0.00069662
                    120,                 0.9075,                0.48828,                 1.2623,                0.98899,                0.97398,                0.98555,                 0.6676,                 1.3299,                0.49926,                 1.8945,             0.00069482,             0.00069482,             0.00069482
                    121,                0.90194,                0.50173,                 1.2819,                 0.9606,                0.97292,                 0.9775,                0.67079,                 1.2898,                0.48337,                 1.8757,             0.00069302,             0.00069302,             0.00069302
                    122,                0.87487,                0.49019,                 1.2581,                0.97761,                0.96898,                0.97738,                0.65966,                 1.3047,                0.51652,                 1.9232,             0.00069122,             0.00069122,             0.00069122
                    123,                0.87708,                0.50571,                 1.2416,                0.96718,                0.98325,                0.98013,                0.68145,                 1.3212,                0.48874,                   1.96,             0.00068942,             0.00068942,             0.00068942
                    124,                0.83764,                0.46586,                 1.2608,                0.97173,                 0.9881,                0.98081,                 0.6805,                 1.2825,                0.44909,                 1.8922,             0.00068762,             0.00068762,             0.00068762
                    125,                0.87245,                0.48576,                 1.2398,                0.97159,                 0.9881,                0.98261,                0.67258,                  1.303,                0.47972,                 1.9261,             0.00068582,             0.00068582,             0.00068582
                    126,                0.88652,                0.50043,                 1.2727,                0.96143,                 0.9881,                0.98059,                0.66038,                 1.2584,                0.49048,                 1.9366,             0.00068402,             0.00068402,             0.00068402
                    127,                0.87285,                0.47938,                 1.2686,                0.98106,                 0.9881,                0.98726,                0.65327,                 1.3077,                0.49102,                 1.9491,             0.00068222,             0.00068222,             0.00068222
                    128,                0.88447,                0.49911,                 1.2427,                0.93192,                 0.9881,                0.98821,                0.64609,                 1.3289,                0.50214,                 1.9329,             0.00068042,             0.00068042,             0.00068042
                    129,                0.91181,                0.50058,                 1.2728,                0.93925,                      1,                  0.995,                0.62565,                 1.3823,                0.51345,                 2.0032,             0.00067862,             0.00067862,             0.00067862
                    130,                 0.9078,                0.47628,                 1.2864,                0.98582,                      1,                  0.995,                0.65555,                 1.3057,                0.49877,                 1.8775,             0.00067682,             0.00067682,             0.00067682
                    131,                0.86299,                0.47386,                 1.2539,                0.98408,                      1,                  0.995,                0.68227,                 1.2462,                0.49324,                 1.8143,             0.00067502,             0.00067502,             0.00067502
                    132,                0.86123,                0.46438,                 1.2512,                0.98731,                      1,                  0.995,                0.67987,                 1.2425,                0.48742,                 1.9269,             0.00067322,             0.00067322,             0.00067322
                    133,                0.89059,                0.48723,                 1.2734,                0.97903,                 0.9881,                0.97866,                0.68493,                 1.2162,                0.45519,                 1.8859,             0.00067142,             0.00067142,             0.00067142
                    134,                0.93685,                 0.5095,                 1.2964,                0.98425,                      1,                  0.995,                0.68158,                 1.2683,                0.44251,                 1.9164,             0.00066962,             0.00066962,             0.00066962
                    135,                0.88486,                0.48024,                 1.2577,                0.96748,                0.98593,                0.98088,                0.67079,                 1.3024,                0.43569,                 1.9582,             0.00066782,             0.00066782,             0.00066782
                    136,                0.88335,                0.46237,                 1.2316,                0.97461,                 0.9881,                0.98664,                0.65528,                 1.3311,                0.45259,                 1.9628,             0.00066602,             0.00066602,             0.00066602
                    137,                0.88849,                 0.4733,                 1.2477,                0.96838,                 0.9881,                0.98676,                 0.6473,                 1.3577,                0.46386,                 1.9613,             0.00066422,             0.00066422,             0.00066422
                    138,                0.88229,                0.47913,                 1.2758,                0.97578,                0.98379,                0.99039,                 0.6825,                 1.3014,                0.48986,                 1.9031,             0.00066242,             0.00066242,             0.00066242
                    139,                0.90672,                0.46544,                 1.2604,                 0.9804,                0.98915,                0.99137,                0.67259,                 1.3369,                0.47904,                  1.933,             0.00066062,             0.00066062,             0.00066062
                    140,                0.85069,                0.44497,                 1.2222,                0.97827,                 0.9881,                0.98259,                0.67766,                  1.312,                0.45004,                 1.9515,             0.00065883,             0.00065883,             0.00065883
                    141,                0.87218,                0.45038,                 1.2471,                0.97606,                0.98839,                0.99225,                0.68742,                 1.2596,                0.44918,                 1.9118,             0.00065703,             0.00065703,             0.00065703
                    142,                0.84492,                0.48689,                 1.2579,                0.98586,                      1,                  0.995,                0.68256,                 1.2727,                0.45401,                 1.8818,             0.00065523,             0.00065523,             0.00065523
                    143,                0.87203,                0.48054,                  1.251,                0.97546,                 0.9881,                0.99214,                0.68433,                 1.3067,                0.48703,                 1.9324,             0.00065343,             0.00065343,             0.00065343
                    144,                0.83277,                0.45423,                 1.2358,                0.97723,                 0.9881,                0.98279,                0.67284,                 1.3198,                0.48862,                 1.9392,             0.00065163,             0.00065163,             0.00065163
                    145,                0.88243,                0.46537,                 1.2561,                0.97586,                 0.9881,                0.98833,                0.68298,                 1.3153,                0.45581,                 1.9497,             0.00064983,             0.00064983,             0.00064983
                    146,                0.86387,                  0.473,                 1.2279,                0.98886,                      1,                  0.995,                0.68387,                 1.2892,                0.46032,                 1.9651,             0.00064803,             0.00064803,             0.00064803
                    147,                0.84729,                0.47506,                 1.2362,                0.97795,                 0.9881,                0.99412,                0.66471,                 1.3101,                0.46541,                 1.9766,             0.00064623,             0.00064623,             0.00064623
                    148,                0.86246,                0.47225,                 1.2548,                0.96305,                0.98799,                0.98416,                0.66794,                 1.3279,                0.48177,                 1.9912,             0.00064443,             0.00064443,             0.00064443
                    149,                0.82681,                 0.4418,                 1.2415,                0.96334,                 0.9881,                 0.9884,                0.67225,                 1.3279,                0.47245,                 1.9543,             0.00064263,             0.00064263,             0.00064263
                    150,                 0.8115,                0.43457,                 1.2281,                0.97279,                 0.9881,                0.98429,                0.68398,                 1.2411,                0.49849,                 1.8533,             0.00064083,             0.00064083,             0.00064083
                    151,                 0.8956,                0.47397,                 1.2664,                0.97686,                 0.9881,                0.98341,                0.71313,                 1.2626,                0.49505,                 1.8254,             0.00063903,             0.00063903,             0.00063903
                    152,                0.83711,                 0.4678,                 1.2436,                0.97571,                 0.9881,                 0.9831,                0.68195,                 1.3164,                0.48983,                 1.8988,             0.00063723,             0.00063723,             0.00063723
                    153,                0.87937,                0.47924,                 1.2481,                0.95617,                 0.9881,                0.97479,                0.67655,                 1.2939,                0.46476,                  1.898,             0.00063543,             0.00063543,             0.00063543
                    154,                0.83369,                0.45196,                 1.2231,                0.97436,                 0.9881,                0.98013,                0.66203,                 1.3622,                 0.4727,                 1.9981,             0.00063363,             0.00063363,             0.00063363
                    155,                0.85136,                0.46115,                 1.2514,                0.98397,                      1,                  0.995,                0.67361,                 1.3425,                0.48092,                 2.0031,             0.00063183,             0.00063183,             0.00063183
