                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.36157,                0.36335,                0.94202,                0.92616,                 0.8601,                0.92018,                0.79109,                0.62639,                0.50523,                 1.1316,               0.001406,               0.001406,               0.001406
                     92,                0.38241,                 0.3658,                0.96038,                0.93139,                0.89714,                0.93701,                0.78839,                0.61743,                  0.467,                 1.1427,              0.0013994,              0.0013994,              0.0013994
                     93,                0.36578,                0.35944,                0.94906,                0.90706,                0.83652,                0.92744,                0.79537,                0.59959,                 0.4982,                 1.0988,              0.0013928,              0.0013928,              0.0013928
                     94,                0.34679,                0.34484,                0.92844,                0.90551,                0.87622,                0.91968,                0.78579,                0.60712,                0.51006,                  1.092,              0.0013862,              0.0013862,              0.0013862
                     95,                0.35703,                0.35772,                0.92688,                0.91343,                0.87429,                0.91206,                0.76562,                 0.6303,                0.54195,                 1.1268,              0.0013796,              0.0013796,              0.0013796
                     96,                0.34504,                0.34554,                0.93055,                0.90278,                0.90206,                0.93554,                0.79753,                 0.5634,                0.48278,                 1.0791,               0.001373,               0.001373,               0.001373
                     97,                0.35726,                0.35988,                0.93556,                 0.9296,                0.82857,                0.92434,                0.78771,                0.59546,                0.49496,                 1.1164,              0.0013664,              0.0013664,              0.0013664
                     98,                0.35724,                 0.3495,                0.94406,                0.90082,                0.88234,                0.93485,                0.80103,                0.57025,                0.49813,                  1.094,              0.0013598,              0.0013598,              0.0013598
                     99,                0.37544,                0.36608,                0.94482,                0.91502,                0.86286,                0.92416,                0.79864,                0.58865,                0.48156,                 1.1026,              0.0013532,              0.0013532,              0.0013532
                    100,                0.35621,                0.34194,                 0.9347,                0.91874,                0.90456,                0.93956,                0.81502,                0.57287,                 0.4339,                  1.061,              0.0013466,              0.0013466,              0.0013466
                    101,                0.35186,                0.34793,                0.92924,                0.93109,                0.86857,                0.92749,                0.80976,                0.56265,                0.43973,                 1.0629,                0.00134,                0.00134,                0.00134
                    102,                0.34576,                0.32814,                0.92857,                0.91332,                0.86857,                0.91211,                0.78064,                0.58098,                0.50249,                 1.0881,              0.0013334,              0.0013334,              0.0013334
                    103,                0.34741,                 0.3406,                0.92523,                 0.9142,                0.82286,                0.89781,                0.76537,                 0.5888,                0.49265,                 1.0792,              0.0013268,              0.0013268,              0.0013268
                    104,                0.33621,                0.33901,                0.92117,                0.98716,                0.87878,                0.93703,                0.80414,                 0.5895,                0.42209,                 1.1094,              0.0013202,              0.0013202,              0.0013202
                    105,                 0.3405,                0.34946,                0.91655,                  0.931,                0.88571,                0.91832,                0.78605,                 0.5948,                0.48611,                 1.0966,              0.0013136,              0.0013136,              0.0013136
                    106,                0.34912,                0.35313,                0.92893,                0.93006,                0.83429,                0.91941,                0.77713,                0.58435,                0.49032,                  1.085,               0.001307,               0.001307,               0.001307
                    107,                0.36208,                0.35841,                0.93856,                0.93496,                0.87429,                0.93436,                0.78864,                0.61149,                0.46991,                 1.1098,              0.0013004,              0.0013004,              0.0013004
                    108,                0.32256,                0.33103,                0.92797,                0.93626,                0.85714,                0.93562,                0.79104,                 0.5795,                0.46043,                 1.1018,              0.0012938,              0.0012938,              0.0012938
                    109,                 0.3663,                0.35109,                0.93208,                0.95546,                0.85813,                0.93893,                0.81139,                0.58965,                 0.4593,                 1.1097,              0.0012872,              0.0012872,              0.0012872
                    110,                0.35848,                0.34555,                0.93524,                0.92762,                0.87875,                0.93013,                0.78877,                0.60622,                0.44496,                 1.1179,              0.0012806,              0.0012806,              0.0012806
                    111,                 0.3199,                0.33073,                0.91669,                0.92254,                0.86857,                0.93154,                0.80514,                0.58856,                 0.4723,                 1.1092,               0.001274,               0.001274,               0.001274
                    112,                0.34286,                0.33503,                0.93755,                0.92665,                0.86635,                0.92708,                0.80574,                0.58084,                0.46918,                 1.1051,              0.0012674,              0.0012674,              0.0012674
                    113,                0.34824,                0.33634,                0.92482,                 0.9501,                0.87034,                0.92932,                0.81239,                0.53788,                0.44221,                 1.0646,              0.0012608,              0.0012608,              0.0012608
                    114,                0.33094,                0.34263,                0.91489,                0.95054,                0.83429,                0.92735,                0.79504,                0.58568,                0.48173,                 1.1051,              0.0012542,              0.0012542,              0.0012542
                    115,                0.32357,                0.32847,                0.91879,                0.90101,                0.88419,                0.94009,                 0.7914,                0.57859,                0.45183,                 1.1036,              0.0012476,              0.0012476,              0.0012476
                    116,                 0.3255,                0.31285,                0.92858,                0.90859,                   0.88,                 0.9361,                0.80172,                0.55837,                0.44933,                 1.0995,               0.001241,               0.001241,               0.001241
                    117,                0.34903,                0.32916,                0.92737,                0.91743,                0.88887,                0.93162,                0.78866,                0.56875,                0.45649,                 1.0843,              0.0012344,              0.0012344,              0.0012344
